Date,Product Category,Product Name,Region,Sales Rep,Quantity,Unit Price,Discount,Revenue,Cost,Profit,Customer ID,Order ID
2023-05-02,Books,Biography,West,Alice Johnson,19,884.96,0.14,14495.26,9806.05,4689.21,CUST9741,ORD57509
2023-02-17,Sports,Golf,South,Eve Wilson,9,272.73,0.12,2150.97,893.3,1257.68,CUST8416,ORD45063
2024-01-18,Clothing,Jeans,West,Carol Davis,7,720.94,0.25,3788.09,2347.91,1440.18,CUST9430,ORD68441
2024-08-02,Home,Appliances,West,Alice Johnson,11,922.61,0.09,9255.69,4356.33,4899.35,CUST8407,ORD62142
2024-07-10,Electronics,Laptop,East,Carol Davis,8,811.7,0.1,5874.5,2723.48,3151.02,CUST3535,ORD31579
2024-11-11,Electronics,Headphones,West,Alice Johnson,8,802.61,0.12,5660.66,2653.07,3007.59,CUST9304,ORD32209
2024-01-14,Clothing,Shoes,West,Eve Wilson,13,628.09,0.25,6134.22,2497.44,3636.79,CUST3339,ORD57163
2023-02-24,Sports,Golf,Central,Alice Johnson,11,92.55,0.0,1017.67,557.12,460.56,CUST8095,ORD74788
2023-07-27,Sports,Soccer,East,Bob Smith,20,785.13,0.17,13023.11,7643.35,5379.76,CUST4083,ORD74273
2023-05-11,Clothing,Shoes,South,Bob Smith,17,79.36,0.15,1145.15,511.57,633.58,CUST8142,ORD64795
2023-08-01,Clothing,Jeans,South,David Brown,1,419.5,0.08,384.96,234.17,150.8,CUST6749,ORD64634
2024-03-05,Sports,Football,South,David Brown,7,457.73,0.08,2958.01,1858.44,1099.57,CUST7943,ORD25590
2024-12-21,Home,Kitchen,West,Alice Johnson,11,891.25,0.21,7710.01,5244.53,2465.48,CUST5573,ORD84875
2024-09-25,Electronics,Laptop,East,Bob Smith,19,631.4,0.26,8860.37,6014.66,2845.71,CUST2068,ORD24351
2023-02-07,Sports,Football,South,David Brown,9,88.55,0.15,675.85,384.04,291.81,CUST3486,ORD42392
2024-11-20,Sports,Basketball,Central,Eve Wilson,2,226.18,0.26,336.96,139.4,197.56,CUST4898,ORD77455
2023-07-17,Home,Kitchen,Central,David Brown,10,43.21,0.29,308.44,208.92,99.52,CUST2310,ORD42189
2024-11-19,Clothing,Jacket,East,Eve Wilson,17,144.68,0.01,2424.99,1022.77,1402.22,CUST8703,ORD80984
2023-02-23,Books,History,West,Eve Wilson,19,344.93,0.02,6431.33,3918.55,2512.79,CUST9559,ORD24677
2023-08-06,Home,Garden,East,Carol Davis,4,988.15,0.14,3386.09,2257.55,1128.54,CUST8340,ORD24759
2024-04-28,Books,Fiction,East,David Brown,3,771.45,0.29,1653.42,751.23,902.2,CUST7624,ORD41916
2023-07-26,Sports,Golf,Central,Bob Smith,13,279.84,0.14,3142.0,2163.22,978.78,CUST5571,ORD51512
2023-06-10,Electronics,Laptop,South,Carol Davis,7,184.1,0.21,1022.0,563.62,458.38,CUST4972,ORD61858
2023-11-12,Clothing,Shoes,South,Bob Smith,20,719.6,0.15,12277.78,7610.37,4667.4,CUST4705,ORD76923
2024-11-07,Clothing,T-Shirt,Central,Alice Johnson,4,611.87,0.16,2057.08,1209.16,847.92,CUST4667,ORD89302
2024-05-14,Home,Furniture,West,Bob Smith,2,675.46,0.11,1203.13,660.14,542.99,CUST4117,ORD63592
2023-07-24,Home,Decor,North,Bob Smith,2,909.13,0.03,1756.31,1092.74,663.57,CUST8769,ORD57999
2023-01-27,Books,Biography,Central,Bob Smith,9,934.08,0.2,6712.85,3396.16,3316.68,CUST6401,ORD64876
2023-10-17,Sports,Tennis,Central,David Brown,8,440.32,0.1,3187.75,1388.79,1798.96,CUST2772,ORD48666
2023-07-18,Clothing,Jeans,East,David Brown,16,647.27,0.01,10213.82,6440.81,3773.01,CUST5063,ORD49228
2023-02-14,Sports,Football,South,Eve Wilson,14,360.09,0.06,4758.52,2456.93,2301.59,CUST6882,ORD54683
2024-10-20,Sports,Golf,Central,Bob Smith,14,707.79,0.15,8468.86,5713.31,2755.55,CUST2192,ORD62922
2023-02-13,Books,Biography,North,Eve Wilson,6,773.09,0.16,3896.4,2630.14,1266.26,CUST9602,ORD26533
2023-10-03,Sports,Soccer,West,Alice Johnson,3,848.02,0.16,2137.14,1178.8,958.35,CUST4565,ORD18454
2023-06-14,Electronics,Phone,North,Carol Davis,8,270.19,0.13,1890.9,1304.82,586.08,CUST8168,ORD28115
2023-12-11,Sports,Golf,Central,Alice Johnson,19,530.24,0.01,9954.84,5747.84,4207.0,CUST4560,ORD61198
2023-05-30,Sports,Basketball,North,Eve Wilson,19,330.83,0.22,4875.23,2665.3,2209.93,CUST5880,ORD72984
2023-12-17,Clothing,T-Shirt,South,David Brown,7,273.5,0.09,1735.92,868.52,867.41,CUST5171,ORD57036
2024-05-16,Electronics,Laptop,East,Eve Wilson,2,143.44,0.05,271.81,142.52,129.29,CUST4911,ORD63873
2024-11-29,Clothing,Hat,North,Bob Smith,7,269.79,0.23,1459.48,665.18,794.3,CUST5310,ORD27873
2024-11-17,Home,Appliances,North,Alice Johnson,4,476.2,0.12,1666.72,851.17,815.55,CUST3258,ORD35303
2024-02-09,Electronics,Headphones,North,Carol Davis,13,634.94,0.27,6007.24,2608.32,3398.91,CUST5461,ORD74499
2023-06-24,Books,Fiction,East,Eve Wilson,2,180.41,0.09,329.49,141.73,187.76,CUST6235,ORD63287
2024-11-13,Clothing,Jeans,North,Alice Johnson,2,408.49,0.09,744.98,323.68,421.3,CUST3949,ORD38146
2023-12-25,Clothing,T-Shirt,South,Bob Smith,16,820.63,0.0,13075.9,7128.89,5947.01,CUST9483,ORD54488
2023-01-24,Books,History,Central,Bob Smith,16,831.58,0.29,9450.23,5643.89,3806.34,CUST7193,ORD11114
2024-08-14,Books,Science,West,Bob Smith,11,933.47,0.13,8901.55,4404.14,4497.41,CUST1680,ORD92469
2024-12-21,Books,Non-Fiction,West,Carol Davis,3,235.39,0.08,646.87,446.89,199.97,CUST2765,ORD34041
2023-02-14,Sports,Football,West,Bob Smith,7,808.21,0.07,5265.95,3524.6,1741.35,CUST8784,ORD23113
2024-11-18,Sports,Football,South,David Brown,9,848.31,0.17,6324.3,3633.75,2690.56,CUST4967,ORD22155
2024-05-02,Books,Fiction,West,Bob Smith,18,290.88,0.24,4001.28,2488.76,1512.51,CUST2258,ORD94928
2023-10-28,Clothing,T-Shirt,Central,Eve Wilson,16,987.9,0.16,13256.91,8471.35,4785.56,CUST8142,ORD22229
2023-06-16,Home,Garden,South,Bob Smith,4,820.84,0.01,3236.34,2102.75,1133.58,CUST3858,ORD45358
2023-02-05,Sports,Golf,East,Bob Smith,5,892.59,0.1,4010.72,1877.59,2133.13,CUST9220,ORD20457
2024-07-02,Clothing,Jacket,Central,Eve Wilson,17,346.12,0.0,5866.33,4106.22,1760.1,CUST2064,ORD49113
2024-09-12,Clothing,T-Shirt,East,Carol Davis,7,250.38,0.27,1283.24,786.55,496.7,CUST3556,ORD50806
2024-10-17,Books,Fiction,North,Alice Johnson,1,793.36,0.14,680.92,275.85,405.07,CUST6921,ORD54558
2023-03-26,Books,Science,East,Alice Johnson,19,683.32,0.24,9869.97,6622.16,3247.82,CUST9155,ORD81347
2024-10-15,Electronics,Camera,South,Eve Wilson,20,930.47,0.0,18579.15,8603.58,9975.57,CUST2371,ORD73745
2023-05-03,Electronics,Phone,South,Eve Wilson,10,988.88,0.28,7113.37,3411.62,3701.75,CUST2863,ORD20238
2024-05-08,Home,Garden,East,Eve Wilson,5,121.45,0.23,468.7,261.56,207.14,CUST8069,ORD17665
2023-12-08,Home,Kitchen,West,Alice Johnson,18,672.5,0.07,11288.58,6185.85,5102.73,CUST9435,ORD89360
2023-10-22,Clothing,Jacket,South,Carol Davis,10,932.27,0.05,8845.41,3672.34,5173.07,CUST6392,ORD14758
2024-03-25,Home,Furniture,North,David Brown,8,178.9,0.27,1049.76,449.98,599.78,CUST4404,ORD43932
2024-10-15,Clothing,T-Shirt,South,Bob Smith,17,163.34,0.02,2728.34,1722.11,1006.23,CUST9436,ORD51297
2023-02-04,Home,Appliances,South,David Brown,11,782.29,0.29,6079.88,2546.97,3532.92,CUST8606,ORD32646
2024-12-20,Clothing,Jeans,East,Alice Johnson,20,744.97,0.17,12415.38,7532.35,4883.04,CUST2688,ORD85433
2023-08-24,Books,Non-Fiction,West,David Brown,19,858.69,0.06,15343.28,9144.68,6198.6,CUST5225,ORD96022
2024-11-20,Clothing,Jacket,East,Bob Smith,4,188.41,0.08,690.1,411.05,279.05,CUST7092,ORD84822
2024-01-19,Clothing,Shoes,South,Carol Davis,7,626.36,0.2,3525.86,2325.37,1200.49,CUST6326,ORD97874
2024-07-14,Books,History,West,Eve Wilson,14,176.05,0.21,1950.51,1189.79,760.72,CUST5690,ORD38325
2024-11-21,Clothing,Jeans,Central,Eve Wilson,20,282.76,0.12,4949.02,2864.15,2084.87,CUST2803,ORD12482
2023-11-28,Clothing,Jacket,West,Carol Davis,19,240.25,0.06,4290.7,2255.9,2034.8,CUST3609,ORD32271
2023-01-26,Electronics,Headphones,South,Eve Wilson,18,312.57,0.14,4861.66,3010.62,1851.03,CUST2934,ORD89605
2023-09-29,Home,Furniture,Central,Bob Smith,17,295.44,0.09,4574.03,2247.24,2326.79,CUST8109,ORD58319
2023-06-23,Home,Decor,West,David Brown,6,819.38,0.2,3950.74,1683.06,2267.68,CUST5968,ORD91819
2024-03-27,Sports,Basketball,North,Alice Johnson,12,662.94,0.19,6421.75,4026.25,2395.5,CUST5433,ORD69304
2024-10-20,Clothing,Hat,North,Bob Smith,16,177.66,0.03,2765.14,1265.7,1499.44,CUST9051,ORD30599
2023-02-03,Home,Furniture,West,Bob Smith,13,189.33,0.29,1743.02,1091.03,651.98,CUST1511,ORD46390
2023-11-05,Home,Appliances,North,Carol Davis,11,670.87,0.3,5197.24,3056.38,2140.86,CUST8595,ORD65904
2024-01-21,Clothing,T-Shirt,West,Eve Wilson,18,163.37,0.28,2111.36,1315.5,795.87,CUST3652,ORD80735
2023-12-12,Home,Garden,East,Alice Johnson,13,261.27,0.26,2525.68,1381.95,1143.74,CUST7451,ORD15944
2023-08-18,Sports,Soccer,Central,Carol Davis,16,572.91,0.22,7136.25,4769.96,2366.28,CUST5347,ORD40535
2023-02-21,Books,Non-Fiction,West,David Brown,1,270.71,0.22,212.23,131.94,80.29,CUST1388,ORD96603
2023-10-03,Electronics,Headphones,East,Carol Davis,14,65.74,0.12,805.36,371.49,433.87,CUST7465,ORD77099
2024-05-20,Clothing,Hat,Central,Alice Johnson,20,909.81,0.04,17555.24,11102.23,6453.02,CUST4123,ORD83341
2023-03-30,Home,Garden,North,Carol Davis,7,987.85,0.08,6368.12,4119.87,2248.25,CUST6440,ORD89621
2024-03-25,Home,Garden,North,Bob Smith,3,26.61,0.27,58.61,32.67,25.94,CUST4506,ORD81245
2023-06-08,Home,Furniture,South,Eve Wilson,1,558.67,0.22,434.16,208.55,225.61,CUST8660,ORD81366
2023-06-09,Books,History,East,Eve Wilson,11,238.76,0.03,2548.2,1649.9,898.3,CUST2738,ORD83369
2024-03-09,Clothing,Hat,North,Bob Smith,1,828.86,0.29,585.43,328.06,257.37,CUST4847,ORD38328
2023-10-23,Sports,Soccer,South,David Brown,2,350.75,0.2,560.6,227.29,333.32,CUST2483,ORD50518
2023-08-29,Home,Furniture,South,Bob Smith,5,620.37,0.17,2582.56,1606.69,975.87,CUST5165,ORD57970
2024-09-03,Home,Decor,North,Eve Wilson,13,674.27,0.17,7233.36,4070.47,3162.89,CUST9789,ORD50018
2023-10-13,Home,Garden,East,Bob Smith,7,885.77,0.08,5684.67,2908.03,2776.63,CUST3075,ORD61781
2024-02-05,Sports,Tennis,South,Carol Davis,7,571.15,0.18,3286.45,1841.19,1445.26,CUST2730,ORD99026
2023-01-08,Books,Science,North,Eve Wilson,20,554.18,0.02,10895.93,5423.45,5472.48,CUST1639,ORD93975
2023-10-07,Clothing,Hat,East,Eve Wilson,10,744.39,0.18,6110.95,2739.55,3371.4,CUST7846,ORD32945
2024-06-11,Sports,Soccer,North,Eve Wilson,11,399.65,0.07,4095.31,2237.4,1857.92,CUST9674,ORD54759
2024-02-20,Electronics,Tablet,South,Bob Smith,10,118.45,0.01,1177.03,752.81,424.21,CUST3454,ORD64173
2024-09-13,Clothing,Shoes,South,David Brown,3,302.3,0.03,878.33,420.45,457.88,CUST3934,ORD77340
2023-09-24,Sports,Golf,East,Eve Wilson,6,686.84,0.06,3856.84,2412.89,1443.95,CUST6640,ORD17393
2023-05-19,Books,History,North,Alice Johnson,11,866.23,0.03,9210.21,5165.24,4044.96,CUST5657,ORD91378
2024-07-23,Electronics,Laptop,South,Eve Wilson,6,240.52,0.06,1362.42,727.6,634.82,CUST8657,ORD11918
2024-04-08,Home,Furniture,Central,Bob Smith,20,278.95,0.02,5450.77,2775.88,2674.89,CUST1725,ORD26013
2024-09-03,Home,Appliances,East,Eve Wilson,20,334.04,0.15,5690.23,3100.92,2589.32,CUST2082,ORD39682
2024-08-14,Clothing,Hat,East,Bob Smith,17,643.68,0.22,8513.01,3649.16,4863.84,CUST4536,ORD50490
2024-05-26,Home,Garden,West,Alice Johnson,17,391.59,0.21,5277.3,2430.64,2846.65,CUST4244,ORD71904
2024-04-25,Sports,Soccer,Central,Carol Davis,12,528.87,0.29,4506.65,1902.2,2604.45,CUST2809,ORD44129
2023-12-01,Home,Kitchen,Central,Alice Johnson,9,259.69,0.21,1857.71,825.03,1032.69,CUST7732,ORD46450
2024-01-12,Clothing,Shoes,South,Carol Davis,17,252.3,0.05,4085.26,1830.6,2254.65,CUST9611,ORD95838
2024-05-21,Home,Appliances,West,Bob Smith,5,340.8,0.15,1447.96,950.56,497.41,CUST5998,ORD43086
2024-04-27,Home,Decor,South,Carol Davis,14,451.52,0.2,5083.84,3476.3,1607.55,CUST8017,ORD45292
2024-01-12,Sports,Tennis,North,Eve Wilson,2,803.41,0.08,1481.2,868.44,612.75,CUST6191,ORD72820
2024-09-28,Books,Fiction,South,Carol Davis,15,756.09,0.03,10980.06,5838.3,5141.77,CUST8228,ORD64967
2023-05-11,Clothing,Jacket,South,David Brown,13,923.42,0.1,10793.6,7227.15,3566.45,CUST7395,ORD46799
2024-02-20,Clothing,Jeans,Central,Alice Johnson,2,415.69,0.28,597.21,257.33,339.87,CUST3167,ORD30467
2023-08-08,Sports,Tennis,West,Alice Johnson,14,556.84,0.1,6986.78,3963.5,3023.28,CUST6112,ORD50093
2023-06-27,Sports,Tennis,East,David Brown,3,472.36,0.12,1251.98,578.34,673.64,CUST6664,ORD25918
2023-09-16,Electronics,Tablet,West,Carol Davis,4,825.55,0.25,2469.17,1112.8,1356.37,CUST9617,ORD47785
2023-07-11,Electronics,Laptop,East,Bob Smith,6,966.94,0.06,5444.45,3777.86,1666.59,CUST9917,ORD33044
2024-03-20,Electronics,Phone,North,Eve Wilson,7,230.88,0.04,1545.47,1035.22,510.25,CUST2657,ORD10947
2023-07-12,Clothing,Jacket,South,David Brown,11,509.06,0.04,5359.72,3543.83,1815.9,CUST3552,ORD78405
2023-12-23,Clothing,Jacket,Central,David Brown,7,20.87,0.12,129.27,67.95,61.31,CUST6097,ORD50177
2024-05-26,Home,Decor,South,Alice Johnson,11,96.52,0.12,935.9,457.96,477.94,CUST4249,ORD77669
2023-12-08,Sports,Football,East,Alice Johnson,17,320.6,0.28,3939.0,2258.0,1681.0,CUST2797,ORD27831
2024-03-27,Electronics,Phone,Central,Bob Smith,14,605.48,0.17,7060.56,3423.67,3636.89,CUST7546,ORD15479
2023-04-24,Sports,Soccer,West,Eve Wilson,1,538.71,0.1,485.32,199.34,285.98,CUST9167,ORD78087
2023-10-25,Books,History,South,Eve Wilson,6,938.52,0.09,5096.75,2598.6,2498.15,CUST5936,ORD71047
2023-01-01,Home,Appliances,North,Alice Johnson,20,184.56,0.05,3501.45,1670.48,1830.97,CUST9122,ORD46519
2023-10-13,Clothing,Jacket,South,David Brown,17,503.74,0.21,6785.29,3222.99,3562.3,CUST9589,ORD34733
2023-11-11,Home,Appliances,Central,Eve Wilson,8,95.11,0.01,756.07,486.99,269.08,CUST8531,ORD14082
2024-01-27,Sports,Soccer,East,Eve Wilson,20,312.51,0.14,5381.05,2723.51,2657.54,CUST7408,ORD96209
2023-08-15,Sports,Golf,West,Carol Davis,8,35.59,0.2,228.33,147.97,80.36,CUST4546,ORD30887
2024-06-28,Sports,Soccer,West,Bob Smith,15,589.93,0.27,6451.6,3192.97,3258.63,CUST2971,ORD30420
2024-10-19,Sports,Basketball,West,David Brown,2,666.81,0.25,1005.77,545.14,460.63,CUST2796,ORD32427
2023-03-04,Sports,Basketball,North,Carol Davis,18,998.82,0.26,13229.41,6865.46,6363.94,CUST5890,ORD59567
2023-09-12,Home,Furniture,North,David Brown,12,494.94,0.28,4293.62,2450.42,1843.2,CUST6378,ORD37316
2023-10-03,Sports,Soccer,South,Carol Davis,6,284.15,0.1,1532.14,841.94,690.2,CUST7571,ORD20017
2024-06-29,Sports,Golf,Central,David Brown,20,625.18,0.17,10377.29,5083.73,5293.56,CUST2927,ORD17211
2023-10-28,Clothing,Shoes,East,Alice Johnson,6,544.5,0.16,2755.56,1616.82,1138.74,CUST6868,ORD81461
2024-04-03,Books,Fiction,East,Carol Davis,4,442.45,0.1,1597.84,949.48,648.36,CUST9322,ORD72372
2023-05-31,Sports,Basketball,South,Carol Davis,1,78.17,0.1,70.28,34.61,35.67,CUST7329,ORD92573
2024-08-30,Books,Fiction,South,Carol Davis,7,594.78,0.14,3581.79,2407.32,1174.47,CUST3354,ORD55404
2024-01-31,Sports,Soccer,West,David Brown,12,321.88,0.14,3333.34,2144.48,1188.85,CUST6750,ORD68593
2023-07-01,Electronics,Headphones,Central,Carol Davis,11,900.47,0.24,7569.33,5134.96,2434.38,CUST2810,ORD15168
2023-02-15,Electronics,Headphones,East,Carol Davis,15,379.1,0.26,4203.75,1798.1,2405.64,CUST1634,ORD68119
2024-12-22,Clothing,Jeans,Central,Eve Wilson,3,872.32,0.14,2249.21,1464.51,784.7,CUST2322,ORD38755
2023-05-19,Books,History,East,Bob Smith,18,974.0,0.1,15757.72,8949.32,6808.4,CUST7662,ORD47494
2024-09-13,Clothing,Jacket,West,Eve Wilson,5,439.48,0.05,2077.51,951.98,1125.53,CUST7274,ORD74581
2024-09-27,Books,Non-Fiction,East,Bob Smith,6,431.99,0.04,2487.02,1411.91,1075.11,CUST1218,ORD69810
2024-08-04,Home,Furniture,Central,David Brown,20,388.09,0.19,6278.95,4367.15,1911.8,CUST6066,ORD69567
2024-10-29,Clothing,Jeans,West,Carol Davis,8,719.35,0.28,4153.1,1678.47,2474.63,CUST1933,ORD30205
2023-02-17,Sports,Tennis,Central,Eve Wilson,20,888.48,0.2,14250.05,7797.15,6452.9,CUST8633,ORD65061
2023-01-25,Home,Garden,West,Alice Johnson,18,975.69,0.01,17319.23,9034.19,8285.04,CUST3538,ORD20994
2024-08-31,Sports,Tennis,East,Alice Johnson,15,779.26,0.03,11348.22,4563.44,6784.78,CUST9097,ORD32642
2024-02-20,Sports,Football,South,David Brown,6,211.3,0.14,1085.72,542.16,543.56,CUST4558,ORD48164
2023-01-13,Sports,Football,South,Carol Davis,17,485.37,0.22,6437.39,2862.01,3575.38,CUST5187,ORD37127
2023-12-12,Books,History,East,Alice Johnson,14,262.01,0.22,2866.92,1374.67,1492.25,CUST4464,ORD99265
2024-02-12,Home,Decor,North,David Brown,12,839.37,0.15,8523.07,5460.17,3062.89,CUST8270,ORD23505
2024-04-26,Books,Science,North,David Brown,12,735.92,0.11,7840.41,4970.95,2869.46,CUST7497,ORD27603
2024-12-17,Sports,Soccer,West,Alice Johnson,17,965.03,0.14,14079.95,6067.39,8012.56,CUST1859,ORD89010
2024-04-15,Sports,Basketball,North,Bob Smith,18,960.25,0.24,13129.2,8122.95,5006.25,CUST8996,ORD51330
2024-01-05,Clothing,T-Shirt,West,Bob Smith,10,335.19,0.12,2946.49,1416.56,1529.93,CUST7655,ORD37451
2024-01-24,Clothing,Jeans,South,David Brown,16,885.8,0.18,11625.28,7662.37,3962.92,CUST6706,ORD26659
2024-10-17,Books,Biography,East,Carol Davis,6,839.39,0.16,4206.28,2244.8,1961.48,CUST6444,ORD57892
2023-10-04,Clothing,T-Shirt,West,Bob Smith,20,344.92,0.28,4970.73,3374.19,1596.54,CUST9781,ORD29959
2024-05-15,Sports,Soccer,Central,Eve Wilson,14,678.0,0.1,8501.53,3827.16,4674.37,CUST4346,ORD53360
2023-04-21,Home,Appliances,Central,Eve Wilson,5,667.3,0.04,3218.66,1880.88,1337.78,CUST1018,ORD23594
2024-11-06,Electronics,Headphones,North,David Brown,20,790.74,0.01,15631.51,7229.87,8401.64,CUST4358,ORD21518
2023-11-27,Electronics,Tablet,North,Alice Johnson,8,653.02,0.14,4515.1,3104.78,1410.31,CUST2466,ORD78260
2023-12-21,Books,History,West,Bob Smith,12,381.02,0.07,4270.48,1872.24,2398.24,CUST5155,ORD51900
2024-01-31,Electronics,Laptop,East,Alice Johnson,3,856.01,0.2,2048.82,828.47,1220.36,CUST5784,ORD95599
2023-08-23,Home,Appliances,Central,Eve Wilson,8,63.88,0.21,401.28,234.87,166.41,CUST9496,ORD67865
2024-02-04,Home,Appliances,West,Eve Wilson,18,287.96,0.03,5023.05,3332.95,1690.1,CUST2191,ORD12674
2024-09-30,Electronics,Headphones,North,David Brown,17,624.63,0.15,9036.3,4019.69,5016.6,CUST7987,ORD74409
2024-10-15,Clothing,Hat,West,Alice Johnson,3,216.36,0.06,607.71,413.34,194.37,CUST1426,ORD87251
2023-07-20,Books,Science,North,Bob Smith,9,673.47,0.25,4562.12,2499.98,2062.14,CUST6930,ORD38685
2024-11-25,Home,Decor,Central,Carol Davis,15,234.06,0.06,3303.5,1767.27,1536.23,CUST7396,ORD52901
2024-11-11,Electronics,Tablet,Central,David Brown,11,493.65,0.14,4696.3,2273.84,2422.45,CUST8531,ORD45834
2024-07-25,Home,Garden,East,David Brown,19,745.6,0.2,11379.78,7931.12,3448.66,CUST1203,ORD51583
2023-08-26,Sports,Tennis,South,Bob Smith,14,219.23,0.03,2987.36,1619.03,1368.32,CUST6498,ORD25150
2024-03-12,Books,Biography,North,Bob Smith,3,308.55,0.04,887.02,589.98,297.05,CUST5712,ORD61578
2024-09-16,Books,History,Central,David Brown,3,759.5,0.07,2127.21,1020.83,1106.38,CUST9002,ORD43534
2024-12-24,Electronics,Tablet,South,Alice Johnson,9,324.64,0.23,2242.8,1291.99,950.81,CUST3747,ORD55008
2023-11-16,Electronics,Laptop,East,Bob Smith,4,546.12,0.21,1732.77,1031.2,701.57,CUST6368,ORD82114
2024-05-31,Electronics,Laptop,Central,David Brown,7,683.45,0.05,4565.75,2830.46,1735.29,CUST9161,ORD21288
2024-05-03,Books,Non-Fiction,West,Alice Johnson,15,205.31,0.11,2741.16,1545.37,1195.79,CUST6281,ORD40646
2023-03-25,Books,Biography,Central,David Brown,18,787.25,0.08,12972.02,8166.61,4805.41,CUST9814,ORD85653
2023-06-17,Electronics,Tablet,East,Carol Davis,7,629.17,0.18,3619.15,1496.28,2122.87,CUST6335,ORD74846
2024-08-13,Sports,Football,South,Carol Davis,10,161.04,0.17,1334.44,547.48,786.97,CUST1591,ORD45144
2023-02-26,Sports,Soccer,West,Eve Wilson,8,115.39,0.29,657.75,281.02,376.72,CUST1459,ORD67579
2024-08-23,Electronics,Camera,North,Eve Wilson,15,864.87,0.04,12413.81,7511.95,4901.86,CUST7152,ORD30610
2023-03-19,Electronics,Laptop,East,Bob Smith,14,825.7,0.14,9900.98,6520.83,3380.15,CUST8777,ORD11661
2023-09-17,Sports,Soccer,East,Bob Smith,12,509.04,0.05,5792.21,3121.71,2670.5,CUST1958,ORD79229
2023-01-15,Sports,Golf,South,David Brown,16,568.62,0.03,8848.41,4131.26,4717.15,CUST8178,ORD25655
2023-12-23,Books,Science,North,Eve Wilson,1,711.14,0.24,539.05,334.37,204.69,CUST2656,ORD49949
2024-10-28,Home,Appliances,East,Alice Johnson,16,215.24,0.13,2986.14,1724.16,1261.98,CUST6771,ORD76776
2023-05-19,Clothing,T-Shirt,Central,Eve Wilson,13,617.81,0.02,7899.2,3243.08,4656.12,CUST6950,ORD96353
2024-01-13,Home,Decor,West,Eve Wilson,11,989.72,0.07,10153.77,5549.08,4604.69,CUST4290,ORD79862
2024-04-08,Clothing,T-Shirt,North,David Brown,3,577.87,0.13,1509.97,841.89,668.07,CUST5242,ORD11974
2024-07-28,Clothing,Shoes,Central,David Brown,16,461.45,0.12,6495.66,3682.84,2812.82,CUST2766,ORD37926
2023-11-15,Clothing,Jacket,West,Eve Wilson,17,556.77,0.08,8734.14,5498.98,3235.16,CUST4976,ORD37883
2023-10-06,Electronics,Tablet,Central,Eve Wilson,3,610.49,0.22,1435.49,583.06,852.43,CUST9443,ORD93441
2023-11-28,Home,Appliances,East,Carol Davis,18,656.64,0.26,8703.15,5345.1,3358.05,CUST3304,ORD55859
2023-10-10,Sports,Golf,West,Eve Wilson,17,299.95,0.09,4623.77,3060.58,1563.19,CUST1053,ORD55792
2023-01-24,Home,Appliances,East,Carol Davis,20,825.16,0.05,15734.86,7896.23,7838.63,CUST8277,ORD82781
2023-03-12,Home,Decor,Central,Eve Wilson,12,22.42,0.0,268.72,120.57,148.14,CUST1896,ORD81830
2023-02-21,Books,Science,Central,David Brown,9,407.92,0.17,3040.08,1777.63,1262.45,CUST3217,ORD90581
2023-12-01,Electronics,Headphones,West,David Brown,2,117.83,0.25,175.96,100.68,75.28,CUST3346,ORD48461
2023-11-11,Sports,Soccer,West,David Brown,13,603.84,0.25,5885.99,3310.61,2575.37,CUST9846,ORD76742
2024-10-04,Home,Garden,North,Alice Johnson,7,640.19,0.29,3190.12,2001.64,1188.49,CUST9659,ORD15590
2024-09-12,Electronics,Camera,South,Eve Wilson,1,614.81,0.03,598.56,417.89,180.67,CUST4231,ORD56421
2023-03-12,Books,Non-Fiction,North,Bob Smith,20,707.82,0.15,12093.47,6679.21,5414.26,CUST1097,ORD57779
2024-07-04,Books,Non-Fiction,West,Eve Wilson,11,141.48,0.28,1114.38,758.2,356.18,CUST2956,ORD94527
2024-03-01,Sports,Basketball,North,Carol Davis,7,16.36,0.15,97.71,59.5,38.21,CUST3874,ORD42652
2023-09-27,Sports,Tennis,Central,David Brown,10,883.13,0.16,7440.19,3462.02,3978.17,CUST4167,ORD19141
2023-07-09,Books,Science,Central,Bob Smith,20,543.64,0.25,8195.56,3808.66,4386.91,CUST1009,ORD35408
2024-08-22,Home,Kitchen,North,Alice Johnson,10,323.2,0.03,3145.52,2144.65,1000.87,CUST6556,ORD30617
2024-11-23,Sports,Tennis,West,Eve Wilson,14,262.23,0.09,3352.93,2297.82,1055.11,CUST4076,ORD36485
2023-06-25,Home,Furniture,North,Bob Smith,18,361.64,0.16,5461.44,3548.18,1913.27,CUST8572,ORD77400
2024-04-30,Sports,Soccer,West,Carol Davis,6,607.29,0.01,3623.95,2207.96,1415.98,CUST5804,ORD71966
2023-03-14,Home,Decor,North,Carol Davis,20,273.76,0.24,4172.51,2350.96,1821.55,CUST6408,ORD39550
2024-09-10,Electronics,Tablet,North,David Brown,5,883.8,0.28,3177.89,2072.82,1105.07,CUST1078,ORD47376
2024-05-17,Clothing,Jacket,South,David Brown,16,934.58,0.2,11993.84,7862.96,4130.88,CUST6348,ORD54126
2023-06-08,Clothing,T-Shirt,West,Eve Wilson,19,213.19,0.25,3054.34,1440.48,1613.86,CUST5619,ORD60674
2024-11-05,Electronics,Headphones,East,Bob Smith,7,303.25,0.03,2049.33,1074.19,975.14,CUST8662,ORD31129
